b'$0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;\x00'
b'$0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;\x00'
b'$0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;\x00'
b'$0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;\x00'
b'$0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;\x00'
b'$0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;\x00'
b'$0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;\x00'
b'$0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;\x00'
b'$0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;\x00'
b'$0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;\x00'
b'$0.0;0.185546875;0.0;0.0;0.144317626953125;0.0;0.0;0.0;\x00'
b'$0.154632568359375;0.999969482421875;0.0;0.0;0.0;0.0;0.0;0.0;\x00'
b'$0.0;0.999969482421875;0.0;0.0;0.2989501953125;0.0;0.0;0.0;\x00'
b'$0.0;0.0;0.0;0.0;0.0;0.0;-1.0;1.0;\x00'
b'$0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;\x00'
b'$0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;\x00'
b'$0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;\x00'
